# roc rsi_change percD percK osc_ad macd rsi_period stoch_period osc_ad_period macd_me1_period macd_me2_period roc_period
Value:       1290, Params: [4, -40, 31.239427691254164, 12.587681513759074, 85.12315431722584, 201.62477368049792, 46, 12, 28, 12, 45, 43]
Value:       1290, Params: [90, 65, 50.322558531928976, 2.8081145281658504, 29.013232683799796, 294.38030263835316, 48, 21, 28, 17, 29, 27]
Value:       1174, Params: [-22, 60, 85.97713170417303, 44.501364346390446, 36.681600512517655, 131.31996227929426, 21, 10, 35, 49, 17, 50]
Value:       1262, Params: [-52, -41, 26.845957855433788, 42.68432126833389, 9.324890766789718, 371.59610675233677, 16, 40, 36, 27, 46.60680820149862, 33]
Value:       1405, Params: [-94, 38, 73.01388924591618, 73.99962464106812, 37.01921553213986, 213.8940755709708, 21, 14, 43, 25, 25, 43]
Value:       1930, Params: [-94, 38, 73.01388924591618, 85.48961326269941, 54.893930080787435, 213.8940755709708, 21, 14, 50, 31, 17, 8]
Value:        861, Params: [-72, 29, 39.890204538154315, 20.754756462418012, 81.48487590656721, 336.058178924349, 37, 11, 43, 25, 25, 44]
Value:       1290, Params: [-1, 86, 50.322558531928976, 12.587681513759074, 85.12315431722584, 123.8049857587054, 16, 12, 28, 12, 45, 5]
Value:       1060, Params: [48, -52, 20.202082185881753, 36.59537529184368, 52.875893375915254, 68.76478277301747, 37, 29, 46, 17, 31, 5]
Value:       1290, Params: [50, 11, 65.50656162763934, 66.10775713487837, 12.72454697654788, 39.894303868307546, 18, 39, 28, 11.218147112849426, 45, 24]
Value:       1290, Params: [-52, -41, 26.845957855433788, 42.68432126833389, 9.324890766789718, 371.59610675233677, 29, 20, 28, 44, 39, 5]
Value:       1262, Params: [-1, 86, 92.30332489185328, 9.95966156488386, 95.02225519004472, 68.97371777758168, 16, 40, 36, 27, 46.60680820149862, 33]
Value:       1174, Params: [55, -67, 80.61680611084745, 71.81192545389577, 85.85303046802643, 85.80642771146528, 30, 33, 35.87003188917436, 38, 21, 17.827863925264005]
Value:       1174, Params: [42, -51, 17.519247758491908, 89.82493595071662, 60.223851467836745, 57.29642993224871, 31, 47, 35, 10, 19, 46]
Value:       1290, Params: [-1, 86, 92.30332489185328, 9.95966156488386, 95.02225519004472, 68.97371777758168, 46, 12, 28, 12, 45, 5]
Value:       1290, Params: [-1, 86, 50.322558531928976, 12.587681513759074, 85.12315431722584, 201.62477368049792, 29, 20, 28, 44, 39, 5]
Value:       1290, Params: [-1, 86, 50.322558531928976, 12.587681513759074, 85.12315431722584, 201.62477368049792, 46, 12, 28, 12, 45, 43]
Value:       1290, Params: [-80, 54, 31.239427691254164, 2.8081145281658504, 60.71483193204451, 218.4144529096874, 37, 48, 28, 44, 39, 5]
Value:       1290, Params: [42, 86, 39.890204538154315, 20.754756462418012, 81.48487590656721, 123.8049857587054, 14, 13, 28, 12, 45, 50]
Value:       1290, Params: [-72, 29, 50.322558531928976, 12.587681513759074, 85.12315431722584, 201.62477368049792, 10, 32, 28, 48, 5, 28]
Value:       1290, Params: [-1, 86, 50.322558531928976, 12.587681513759074, 85.12315431722584, 201.62477368049792, 46, 12, 28, 12, 45, 5]
Value:       1174, Params: [-4, 44, 49.373940570444596, 25.573047896475277, 75.66443526204554, 85.80642771146528, 30, 33, 35, 18, 30, 13]
Value:       1290, Params: [-52, 54, 32.715857097934986, 57.422299804693054, 91.56715955786503, 339.1127279827386, 31, 20, 28, 44, 46, 33]
Value:       1262, Params: [-80, -41, 26.845957855433788, 15.93897714512823, 11.819046295836678, 20.67082786435055, 15, 45, 36, 27, 39, 43]
Value:       1869, Params: [-94, 38, 73.01388924591618, 73.99962464106812, 65.7371649017845, 213.8940755709708, 21, 14, 50, 31, 17, 8]
Value:       1290, Params: [-1, 86, 92.30332489185328, 9.95966156488386, 95.02225519004472, 68.97371777758168, 29, 20, 28, 44, 39, 5]
Value:       1290, Params: [-72, 29, 39.890204538154315, 20.754756462418012, 81.48487590656721, 123.8049857587054, 14, 32, 28, 48, 5, 28]
Value:       1290, Params: [-1, 86, 50.322558531928976, 12.587681513759074, 85.12315431722584, 201.62477368049792, 46, 12, 28, 12, 45, 5]
Value:       1290, Params: [-80, 54, 50.322558531928976, 12.587681513759074, 85.12315431722584, 201.62477368049792, 46, 20, 28, 44, 39, 43]
Value:       1290, Params: [-37, 86, 31.239427691254164, 2.8081145281658504, 29.013232683799796, 294.38030263835316, 48, 12, 28, 12, 45, 45]
