# smaS_period smaL_period rsi_period rsi_top rsi_bot
Value:      12299, Params: [196, 283, 26, 87, 33]
Value:  -99999999, Params: [61.747163015527875, 171, 70, 63, 13]
Value:      33336, Params: [27, 66, 31, 83, 33]
Value:      10000, Params: [173, 133, 69, 88, 17]
Value:      10000, Params: [144, 64, 88, 68, 10]
Value:      10000, Params: [140, 93, 96, 67, 19]
Value:       8271, Params: [168, 120, 76, 88, 34]
Value:      18951, Params: [97, 143, 92, 73, 37]
Value:      24880, Params: [176, 247, 56, 75, 20]
Value:      10000, Params: [173, 66, 69, 88, 17]
Value:       4926, Params: [190, 56, 69, 63, 27]
Value:      11548, Params: [42, 33, 30, 62, 27]
Value:      10000, Params: [175, 118, 63, 75, 12]
Value:      10000, Params: [107, 167, 61, 84, 27]
Value:      12934, Params: [120, 175, 25, 69, 22]
Value:      38022, Params: [16, 83, 24, 69, 22]
Value:      10000, Params: [16, 83, 96, 69, 22]
Value:      10642, Params: [53, 60, 24, 76, 29]
Value:      10000, Params: [29, 121, 53, 67, 16]
Value:      10000, Params: [69, 89, 66, 84, 32]
Value:      10000, Params: [86, 283, 99, 67, 16]
Value:      10000, Params: [54, 182, 64, 88, 12]
Value:       3325, Params: [156, 240, 16, 76, 19]
Value:      10000, Params: [23, 76, 90, 62, 29]
Value:      10000, Params: [95, 58, 83, 81.74776958196563, 12.477214690763075]
Value:      10000, Params: [50, 280, 75, 73, 23]
Value:      10000, Params: [40, 140, 56, 88, 12]
Value:      10000, Params: [102, 196, 89, 64, 17]
Value:      10000, Params: [20, 240, 90, 62, 29]
Value:      10000, Params: [23, 136, 42, 69, 29]
Value:      10000, Params: [16, 83, 90, 78, 14]
Value:      13168, Params: [78, 287, 24, 69, 22]
Value:      10000, Params: [178, 224, 50, 86, 13]
Value:      10000, Params: [35, 92, 79, 67, 11]
Value:      16658, Params: [98, 94, 25, 72, 18]
Value:      12299, Params: [196, 283, 26, 87, 33]
Value:  -99999999, Params: [98, 139.62261585701907, 99, 68, 12]
Value:      13448, Params: [34, 142, 75, 84, 40]
Value:      10000, Params: [50, 263, 81, 76, 19]
Value:      14239, Params: [97, 120, 76, 88, 37]
Value:      10643, Params: [98, 94, 35, 90, 21]
Value:      27003, Params: [19, 83, 25, 72, 18]
Value:      10000, Params: [23, 240, 90, 69, 29]
Value:      10000, Params: [114, 110, 49, 62, 10]
Value:      10000, Params: [16, 161, 97, 84, 39]
Value:      29135, Params: [173, 78, 73, 73, 24]
Value:       8052, Params: [74, 134, 36, 62, 19]
Value:       4990, Params: [41, 188, 31, 63, 20]
Value:      24880, Params: [173, 87, 54, 88, 17]
Value:      10000, Params: [123, 66, 69, 75, 19]
Value:       9327, Params: [86, 110, 27, 70, 29]
Value:      10000, Params: [53, 60, 96, 76, 29]
Value:      24880, Params: [144, 61, 34, 90, 10]
Value:      10000, Params: [197, 64, 88, 68, 15]
Value:  -99999999, Params: [97.87089385235086, 94, 25, 90, 15]
Value:      10359, Params: [197, 61, 34, 72, 18]
Value:      10000, Params: [178, 36, 81, 83, 10]
Value:      17075, Params: [90, 101, 73, 71, 33]
Value:      21932, Params: [152, 171, 86, 85, 32]
Value:      10000, Params: [62, 170, 70, 63, 13]
Value:      10000, Params: [35, 220, 97, 89, 33]
Value:       8277, Params: [173, 161, 65, 84, 24]
Value:      10000, Params: [19, 83, 95, 65, 21]
Value:       6851, Params: [102, 249, 35, 90, 34]
Value:      40327, Params: [46, 83, 35, 90, 18]
Value:      14196, Params: [19, 129, 20, 88, 21]
Value:      10000, Params: [16, 83, 73, 69, 22]
Value:      13610, Params: [90, 101, 24, 71, 33]
Value:      10833, Params: [34, 199, 25, 69, 30]
Value:      10000, Params: [120, 175, 80, 79, 22]
Value:       9917, Params: [95, 58, 83, 84, 24]
Value:      10000, Params: [173, 161, 97, 82, 13]
Value:      10000, Params: [69, 110, 97, 69, 26]
Value:      11083, Params: [38, 29, 95, 75, 32]
Value:      24880, Params: [176, 247, 56, 76, 20]
Value:       7921, Params: [86, 92, 49, 75, 32]
Value:      10000, Params: [19, 135, 100, 85, 21]
Value:      10000, Params: [168, 189, 89, 67, 22]
Value:      10000, Params: [29, 85, 63, 81, 38]
Value:      10000, Params: [22, 73, 57, 64, 20]
Value:      16658, Params: [98, 94, 25, 72, 18]
Value:      10000, Params: [26, 33, 55, 64, 15]
Value:       9918, Params: [69, 53, 22, 76, 10]
Value:      10000, Params: [99, 196, 84, 88, 19]
Value:      12099, Params: [98, 139, 26, 87, 12]
Value:      10643, Params: [196, 283, 99, 84, 33]
Value:      10000, Params: [97, 120, 76, 88, 29]
Value:       6443, Params: [20, 136, 42, 69, 37]
Value:      10000, Params: [124, 154, 91, 63, 31]
Value:  -99999999, Params: [41, 188.81605612043464, 36, 85, 20]
Value:      10000, Params: [41, 188, 36, 63, 20]
Value:      10000, Params: [114, 110, 49, 69, 10]
Value:      18743, Params: [133, 285, 20, 62, 18]
Value:      11729, Params: [98, 94, 25, 72, 28]
Value:      17075, Params: [90, 101, 73, 71, 33]
Value:       7921, Params: [175, 277, 60, 90, 39]
Value:      19536, Params: [83, 295, 34, 60, 23]
Value:      10000, Params: [114, 110, 49, 69, 10]
Value:      10000, Params: [98, 139, 99, 84, 12]
Value:      10000, Params: [22, 73, 57, 64, 20]
Value:      10000, Params: [50, 249, 91, 76, 23]
Value:      20141, Params: [102, 205, 95, 65, 34]
Value:      19453, Params: [131, 74, 25, 66, 18]
Value:       9566, Params: [185, 100, 30, 66, 17]
Value:      10000, Params: [107, 167, 75, 68, 27]
Value:      13448, Params: [34, 142, 61, 84, 40]
Value:      20141, Params: [102, 249, 95, 65, 34]
Value:      20141, Params: [102, 249, 95, 65, 34]
Value:      13448, Params: [34, 110, 75, 68, 40]
Value:      10000, Params: [69, 142, 95, 69, 26]
Value:      11347, Params: [173, 161, 97, 84, 24]
Value:      12934, Params: [120, 175, 25, 69, 22]
Value:      14239, Params: [97, 120, 76, 88, 37]
Value:      21932, Params: [197, 61, 34, 90, 15]
Value:      10726, Params: [120, 175, 24, 69, 22]
Value:      14553, Params: [16, 83, 25, 69, 22]
Value:      10000, Params: [19, 83, 35, 90, 27]
Value:      10000, Params: [107, 167, 61, 84, 21]
Value:      10000, Params: [168, 101, 73, 71, 21]
Value:      10000, Params: [90, 189, 89, 67, 33]
Value:      11347, Params: [173, 161, 97, 84, 24]
Value:      20141, Params: [102, 249, 95, 65, 34]
Value:      10000, Params: [34, 142, 75, 68, 19]
Value:       7921, Params: [50, 263, 81, 76, 40]
Value:      10000, Params: [26, 214, 80, 61, 27]
Value:      10000, Params: [120, 175, 78, 84, 28]
Value:      10000, Params: [90, 101, 73, 71, 19]
Value:  -99999999, Params: [156, 75.84246408916859, 16, 76, 33]
Value:       9491, Params: [124, 110, 34, 64, 18]
Value:       6171, Params: [46, 129, 20, 88, 34]
Value:       6851, Params: [69, 97, 51, 80, 38]
Value:      10000, Params: [25, 110, 95, 69, 26]
Value:      10000, Params: [56, 64, 88, 68, 10]
Value:      10000, Params: [144, 163, 77, 79, 19]
Value:       9917, Params: [128, 97, 36, 89, 24]
Value:      21932, Params: [197, 61, 34, 90, 15]
Value:      10000, Params: [40, 140, 89, 64, 12]
Value:      10000, Params: [40, 140, 89, 64, 12]
Value:      19536, Params: [83, 295, 34, 60, 23]
Value:      16658, Params: [98, 94, 25, 72, 18]
Value:      10000, Params: [16, 136, 42, 69, 29]
Value:      38022, Params: [20, 83, 24, 69, 22]
Value:      10000, Params: [19, 135, 100, 85, 22]
Value:      10000, Params: [164, 183, 67, 90, 11]
Value:      10000, Params: [69, 110, 95, 86, 26]
Value:      10000, Params: [35, 92, 50, 69, 11]
Value:      10000, Params: [96, 286, 78, 84, 28]
Value:       7455, Params: [120, 175, 14, 86, 14]
Value:      10000, Params: [56, 163, 73, 71, 33]
Value:      10000, Params: [90, 101, 77, 79, 19]
