Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,25.620001,28.549999,24.820000,28.139999,22.859074,17193000
2012-02-01,28.309999,30.059999,28.240000,29.639999,24.077572,12300800
2012-03-01,29.750000,30.620001,29.000000,29.590000,24.036961,15589200
2012-04-01,29.549999,29.799999,28.219999,29.190001,23.910753,12715100
2012-05-01,29.250000,29.459999,26.420000,26.830000,21.977573,13870400
2012-06-01,26.290001,28.299999,25.770000,28.240000,23.132566,10581500
2012-07-01,28.250000,31.120001,27.590000,30.790001,25.451838,14948200
2012-08-01,30.900000,32.630001,30.070000,32.020000,26.468592,19488800
2012-09-01,31.990000,36.680000,31.780001,36.299999,30.006548,22658600
2012-10-01,36.230000,36.959999,34.500000,35.270000,29.382479,18144300
2012-11-01,35.439999,36.990002,33.889999,36.439999,30.357166,15304300
2012-12-01,36.689999,38.669998,35.459999,38.470001,32.048306,13053100
2013-01-01,39.240002,40.240002,37.860001,38.430000,32.233131,20716800
2013-02-01,38.450001,42.459999,38.360001,41.779999,35.042927,17247800
2013-03-01,41.610001,44.930000,41.119999,44.869999,37.634678,15257800
2013-04-01,44.820000,47.570000,42.360001,47.560001,40.182049,25412500
2013-05-01,47.349998,50.779999,46.380001,49.000000,41.398659,18652300
2013-06-01,48.950001,49.980000,47.500000,48.959999,41.364861,14996300
2013-07-01,49.270000,54.299999,48.450001,53.790001,45.820251,20568100
2013-08-01,54.410000,55.790001,51.700001,53.040001,45.181358,13750600
2013-09-01,53.799999,61.320000,51.849998,57.090000,48.631298,22788200
2013-10-01,57.099998,62.830002,55.660000,62.279999,53.438171,20812000
2013-11-01,62.509998,64.389999,58.759998,61.259998,52.562973,14204800
2013-12-01,61.220001,63.650002,59.340000,63.279999,54.296196,16078500
2014-01-01,63.000000,66.500000,61.639999,64.599998,55.783936,17680200
2014-02-01,64.620003,73.309998,61.349998,72.889999,62.942570,23719000
2014-03-01,72.889999,75.099998,67.110001,70.370003,60.766487,20635600
2014-04-01,70.510002,72.739998,65.000000,66.629997,57.854877,23122600
2014-05-01,66.500000,69.669998,65.930000,69.160004,60.051682,17932700
2014-06-01,69.370003,71.860001,68.790001,71.489998,62.074821,12579600
2014-07-01,71.750000,72.820000,65.000000,66.160004,57.772118,25877700
2014-08-01,66.180000,68.070000,63.419998,67.989998,59.370106,16698400
2014-09-01,68.250000,70.940002,63.110001,63.820000,55.728786,21383600
2014-10-01,63.700001,72.250000,57.060001,72.080002,63.310108,37670100
2014-11-01,72.169998,74.669998,71.169998,74.279999,65.242462,12716800
2014-12-01,74.250000,80.139999,73.000000,78.050003,68.553780,16691500
2015-01-01,78.730003,82.629997,73.029999,75.849998,66.971397,21621000
2015-02-01,75.959999,84.879997,74.290001,82.860001,73.160843,17283000
2015-03-01,82.860001,83.250000,76.010002,78.190002,69.037483,17230900
2015-04-01,77.870003,78.980003,67.389999,69.190002,61.525764,31016000
2015-05-01,69.309998,71.330002,67.209999,69.180000,61.516872,23011000
2015-06-01,69.410004,69.519997,62.480000,62.490002,55.567924,24413600
2015-07-01,63.290001,72.349998,62.200001,70.790001,63.463875,26684700
2015-08-01,70.779999,73.599998,62.220001,67.110001,60.164726,18914100
2015-09-01,66.279999,66.889999,58.290001,60.160000,53.933987,15726100
2015-10-01,60.419998,70.040001,59.540001,68.449997,61.883144,23608400
2015-11-01,68.610001,69.540001,63.230000,67.989998,61.467289,14832900
2015-12-01,68.120003,69.129997,59.750000,63.049999,57.001213,17373200
2016-01-01,62.009998,62.669998,48.290001,50.830002,46.360229,28712700
2016-02-01,50.150002,51.220001,44.320000,48.500000,44.235115,33448000
2016-03-01,49.020000,61.000000,48.730000,60.400002,55.088684,33945700
2016-04-01,60.009998,67.000000,58.439999,64.879997,59.779549,17908900
