Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,92.673279,99.475517,90.814644,95.585785,72.767311,89869100
2012-02-01,96.179787,102.205994,93.286438,99.992874,76.122337,73683900
2012-03-01,100.404839,100.998833,87.997940,91.236191,69.456062,87210100
2012-04-01,91.044579,94.119957,82.843575,87.394363,66.904617,87551500
2012-05-01,87.643456,89.847000,74.815018,75.945526,58.139984,115145700
2012-06-01,74.604240,84.481857,73.377922,82.172928,62.907345,138762400
2012-07-01,82.326218,85.928528,78.925102,83.380089,64.277779,81860500
2012-08-01,83.974083,87.787170,80.687935,81.444801,62.785866,74755500
2012-09-01,81.626831,89.674545,78.800552,82.450768,63.561367,89117300
2012-10-01,83.006439,83.724991,74.805435,75.648529,58.717957,110927300
2012-11-01,75.974274,77.018555,69.392387,72.055801,55.929283,119028500
2012-12-01,72.611473,75.801819,69.641487,73.397087,56.970390,92776700
2013-01-01,75.044952,84.874664,74.038986,84.568085,66.141731,101361100
2013-02-01,84.798019,85.018372,77.708359,78.877197,61.690807,98695900
2013-03-01,78.426910,81.147804,73.971924,75.083275,58.723549,103374400
2013-04-01,75.159920,86.120140,74.642563,85.516563,67.429863,159907600
2013-05-01,84.769272,91.561928,83.265121,88.208717,69.552628,135244400
2013-06-01,89.099709,91.312836,83.887856,85.487823,67.407204,93956800
2013-07-01,86.148880,88.783554,82.508247,85.315369,67.755936,82154800
2013-08-01,85.890205,86.321335,81.348991,84.510597,67.116798,77501400
2013-09-01,85.209984,90.536804,84.031570,89.617065,71.172256,78721500
2013-10-01,89.521255,94.560661,89.023064,92.050545,73.653152,81576900
2013-11-01,92.021797,95.250465,90.555969,90.977516,72.794571,68407900
2013-12-01,91.140381,91.590675,86.350075,91.111641,72.901909,79839500
2014-01-01,90.546387,91.676895,82.872314,83.897438,67.612961,88339600
2014-02-01,84.117790,93.094826,82.297478,92.472092,74.523285,92983400
2014-03-01,91.772705,93.736732,87.375198,91.293671,73.573593,91373300
2014-04-01,91.389481,94.091209,89.358391,91.734383,74.506905,82887500
2014-05-01,91.724800,95.691177,89.866158,95.509140,77.572784,80555800
2014-06-01,95.604950,101.209610,95.231308,98.325844,79.860504,85947900
2014-07-01,99.418030,99.676712,93.391830,93.612183,76.602623,71489200
2014-08-01,93.545120,100.098259,92.759506,99.379707,81.322144,69548100
2014-09-01,99.092293,99.341385,91.686478,92.117607,75.379593,87647500
2014-10-01,91.983475,93.066086,78.848457,85.200401,70.240318,141384200
2014-11-01,85.257889,85.631531,75.217400,76.424561,63.005398,116046400
2014-12-01,77.208519,83.108475,72.197060,80.473198,66.343132,165468200
2015-01-01,79.874214,81.221924,73.025856,79.864227,66.429100,117733200
2015-02-01,81.641212,83.597885,77.548164,77.747826,64.668724,95885700
2015-03-01,77.727859,78.666267,71.578316,72.876114,60.616573,103035200
2015-04-01,74.094040,81.920502,73.225517,79.964058,67.137001,91776000
2015-05-01,79.824295,81.880806,75.471695,78.057304,65.536110,87762400
2015-06-01,78.756111,79.754417,76.769493,77.638016,65.184082,97497800
2015-07-01,77.398422,77.628029,67.185783,70.080864,59.403442,95352400
2015-08-01,69.352104,74.123772,64.719978,72.886093,61.781273,122128100
2015-09-01,70.849350,72.406906,63.492062,66.037735,55.976330,104782600
2015-10-01,66.916046,75.431549,65.139076,74.413284,63.763573,108877500
2015-11-01,73.864220,77.238472,72.236984,75.461494,64.661766,77787900
2015-12-01,75.551346,77.038811,64.779877,67.495255,57.835629,121970800
2016-01-01,66.976143,68.713188,58.141159,68.713188,59.524368,138203300
2016-02-01,67.425377,72.067482,63.132675,68.820000,59.616894,109836900
2016-03-01,69.250000,71.660004,66.199997,68.430000,59.279060,98223200
2016-04-01,67.230003,78.089996,66.940002,76.650002,67.115318,78011100
2016-05-01,76.220001,77.349998,73.820000,75.440002,66.055840,88423100
2016-06-01,74.900002,78.309998,72.500000,75.559998,66.160912,85079600
2016-07-01,75.430000,77.660004,73.250000,74.730003,66.078880,66387900
2016-08-01,74.400002,78.480003,72.110001,76.849998,67.953453,82777500
2016-09-01,76.550003,78.169998,67.830002,72.919998,64.478401,103914400
2016-10-01,72.919998,75.599998,71.769997,72.910004,65.103920,94474700
2016-11-01,72.449997,72.839996,64.370003,71.360001,63.719856,137570900
2016-12-01,72.900002,73.510002,67.809998,71.230003,63.603790,90057900
2017-01-01,72.269997,72.959999,67.320000,67.769997,61.174530,89713100
2017-02-01,67.930000,69.900002,64.190002,65.550003,59.170589,103108700
2017-03-01,66.209999,66.790001,61.009998,63.360001,57.193722,132650100
2017-04-01,63.380001,65.730003,61.029999,61.540001,56.211136,82914700
2017-05-01,61.540001,62.119999,57.200001,58.930000,53.827133,112309600
2017-06-01,59.090000,62.160000,58.070000,59.869999,54.685741,123650400
2017-07-01,60.169998,63.020000,57.840000,61.930000,57.273411,70070900
2017-08-01,62.099998,62.230000,58.439999,59.700001,55.211082,74006400
2017-09-01,59.689999,65.699997,59.279999,64.209999,59.381969,77993000
2017-10-01,63.810001,66.239998,63.470001,64.570000,60.467571,81185700
2017-11-01,65.160004,70.610001,65.070000,70.500000,66.020813,96737800
2017-12-01,70.750000,74.059998,68.279999,73.660004,68.980042,75471900
2018-01-01,74.010002,78.089996,73.489998,74.970001,70.994392,74839700
2018-02-01,75.019997,76.279999,65.589996,65.599998,62.121277,105584400
2018-03-01,65.699997,67.620003,62.470001,64.959999,61.515217,124610200
2018-04-01,64.860001,78.110001,63.439999,77.260002,74.037460,115868100
2018-05-01,76.959999,86.379997,75.970001,84.199997,80.687981,109417600
2018-06-01,84.650002,87.669998,80.830002,83.680000,80.189674,107984500
2018-07-01,83.040001,86.599998,81.290001,83.930000,81.151810,82283200
2018-08-01,83.089996,83.260002,76.099998,79.870003,77.226204,102356200
2018-09-01,80.040001,83.080002,74.690002,82.169998,79.450066,89782600
2018-10-01,82.320000,83.349998,65.650002,67.070000,65.508614,119920400
2018-11-01,67.180000,75.790001,66.860001,70.269997,68.634109,117101500
2018-12-01,72.040001,72.430000,56.830002,61.380001,59.951077,119304000
2019-01-01,60.520000,67.459999,59.720001,66.779999,65.987663,99597300
2019-02-01,67.260002,68.309998,63.380001,66.150002,65.365135,83625600
2019-03-01,66.370003,67.980003,62.119999,66.199997,65.414543,87766100
