Date,Open,High,Low,Close,Adj Close,Volume
2012-01-01,33.880001,37.950001,33.639999,36.779999,32.802982,388438000
2012-02-01,37.270000,39.189999,34.830002,36.590000,32.633533,274232400
2012-03-01,36.889999,37.009998,32.020000,33.189999,29.601171,343396600
2012-04-01,33.000000,35.070000,31.620001,34.220001,30.596176,295846800
2012-05-01,34.259998,35.320000,29.100000,30.059999,26.876717,298514900
2012-06-01,29.420000,30.379999,26.280001,28.389999,25.383568,403077400
2012-07-01,28.459999,33.939999,27.620001,33.130001,29.710836,316304300
2012-08-01,33.369999,35.480000,32.410000,32.759998,29.379026,232243800
2012-09-01,32.740002,38.000000,31.000000,33.689999,30.296144,275126600
2012-10-01,33.930000,36.000000,31.920000,32.290001,29.037178,268741800
2012-11-01,32.299999,33.450001,29.830000,33.349998,29.990389,245243500
2012-12-01,33.500000,35.380001,32.820000,34.689999,31.195400,183319900
2013-01-01,35.480000,41.060001,35.070000,40.680000,36.681789,258173700
2013-02-01,40.990002,43.959999,39.490002,41.509998,37.430199,227782900
2013-03-01,41.169998,42.639999,38.830002,40.410000,36.438320,219589500
2013-04-01,40.349998,42.820000,36.770000,42.770000,38.685390,283427200
2013-05-01,42.000000,45.750000,41.689999,41.849998,37.853245,226173500
2013-06-01,41.930000,44.470001,40.119999,41.720001,37.735668,171319500
2013-07-01,42.029999,46.660000,41.860001,45.189999,40.996723,209332900
2013-08-01,45.720001,49.369999,45.340000,48.000000,43.545979,242418400
2013-09-01,48.349998,50.500000,47.459999,48.150002,43.794842,159336100
2013-10-01,48.110001,53.939999,47.990002,53.029999,48.233437,176918400
2013-11-01,53.169998,56.520000,52.040001,52.680000,47.915108,164302100
2013-12-01,52.830002,52.980000,48.709999,50.750000,46.159672,208875100
2014-01-01,50.470001,51.500000,47.599998,49.009998,44.705967,187710100
2014-02-01,49.070000,57.419998,47.950001,57.000000,51.994278,179831800
2014-03-01,56.290001,59.990002,54.570000,58.889999,53.718307,157773000
2014-04-01,58.689999,65.110001,57.130001,63.070000,57.683018,186083100
2014-05-01,63.130001,64.940002,61.200001,64.639999,59.118923,117408600
2014-06-01,64.690002,71.260002,64.370003,71.010002,64.944839,124022500
2014-07-01,71.269997,74.330002,68.510002,68.989998,63.244137,137094500
2014-08-01,68.570000,70.500000,66.769997,67.610001,61.979076,141509700
2014-09-01,68.169998,68.180000,63.060001,64.510002,59.269199,160761000
2014-10-01,64.629997,64.879997,48.169998,55.139999,50.660416,393352800
2014-11-01,55.500000,58.000000,41.869999,42.200001,38.771671,477322400
2014-12-01,42.020000,42.130001,37.209999,39.330002,36.134827,565585600
2015-01-01,39.169998,42.049999,37.270000,39.990002,36.905876,387187900
2015-02-01,40.919998,44.919998,40.279999,42.939999,39.628380,308486700
2015-03-01,42.759998,44.430000,39.270000,43.880001,40.495872,286363700
2015-04-01,44.290001,49.700001,43.490002,48.950001,45.365032,331780300
2015-05-01,48.889999,50.200001,44.720001,45.400002,42.075027,241310100
2015-06-01,45.349998,46.689999,42.459999,43.070000,39.915665,242455100
2015-07-01,43.230000,43.709999,39.320000,41.790001,38.883572,342760500
2015-08-01,41.299999,43.020000,30.930000,38.040001,35.394386,358326400
2015-09-01,38.099998,39.520000,34.360001,35.349998,33.045605,255263900
2015-10-01,35.869999,41.279999,34.410000,38.380001,35.878090,265816400
2015-11-01,38.209999,40.310001,36.770000,39.849998,37.252262,203972600
2015-12-01,39.500000,40.520000,33.139999,34.040001,31.821003,298459300
2016-01-01,33.860001,34.730000,27.639999,31.790001,29.852518,278331000
2016-02-01,31.290001,33.490002,27.959999,32.279999,30.312645,223893200
2016-03-01,32.570000,36.740002,32.240002,35.720001,33.728043,231480400
2016-04-01,35.070000,41.930000,33.259998,41.310001,39.006290,244313000
2016-05-01,41.529999,43.200001,38.240002,42.180000,39.827774,227728800
2016-06-01,41.799999,46.689999,41.459999,45.290001,42.945644,218902300
2016-07-01,45.200001,46.480000,42.169998,43.660000,41.400013,176092000
2016-08-01,43.419998,46.900002,41.480000,43.009998,40.783657,158176700
2016-09-01,43.009998,45.080002,40.119999,44.880001,42.556862,174915900
2016-10-01,45.110001,50.230000,44.230000,46.000000,43.801350,174514600
2016-11-01,46.369999,54.919998,45.080002,53.090000,50.552479,187970800
2016-12-01,54.080002,56.080002,52.889999,54.200001,51.609425,174411400
2017-01-01,54.959999,58.779999,53.919998,56.570000,54.045738,181233300
2017-02-01,57.180000,57.380001,52.349998,53.459999,51.074509,140884000
2017-03-01,53.970001,55.209999,47.520000,49.209999,47.174751,204293100
2017-04-01,49.459999,51.259998,45.099998,45.880001,43.982479,150857500
2017-05-01,45.939999,48.320000,43.700001,45.189999,43.321018,219379000
2017-06-01,45.299999,46.220001,41.360001,42.709999,40.943592,232848100
2017-07-01,42.939999,46.060001,41.029999,42.439999,40.847065,193154000
2017-08-01,42.500000,42.950001,38.180000,38.970001,37.507301,166516200
2017-09-01,38.990002,46.180000,38.810001,46.029999,44.302311,192161800
2017-10-01,45.230000,45.869999,40.959999,42.740002,41.326687,175661900
2017-11-01,43.150002,45.930000,40.720001,41.779999,40.398430,154843200
2017-12-01,41.869999,49.290001,41.849998,48.869999,47.253979,171626100
2018-01-01,48.919998,57.860001,48.720001,53.700001,52.139370,207382100
2018-02-01,53.630001,54.700001,45.099998,46.419998,45.070938,201516300
2018-03-01,45.930000,48.080002,44.209999,46.939999,45.575829,181240100
2018-04-01,46.689999,53.709999,45.200001,52.990002,51.650978,180869200
2018-05-01,52.660000,54.910000,49.040001,49.740002,48.483109,154085000
2018-06-01,50.000000,50.119999,44.410000,45.060001,43.921364,193588800
2018-07-01,44.880001,47.029999,39.470001,42.419998,41.503872,219512300
2018-08-01,41.990002,42.480000,38.930000,39.889999,39.028515,142457100
2018-09-01,39.919998,41.680000,35.750000,40.529999,39.654694,189721500
2018-10-01,40.720001,42.570000,33.730000,34.680000,34.084843,247640800
2018-11-01,34.900002,36.509998,30.469999,31.430000,30.890614,227062200
2018-12-01,32.349998,33.110001,24.700001,26.580000,26.123850,266269700
2019-01-01,26.110001,32.369999,26.010000,31.360001,31.177794,225288100
2019-02-01,31.500000,32.709999,29.400000,30.690001,30.511686,153562200
2019-03-01,30.889999,31.480000,27.010000,29.299999,29.129761,223065800
