Avg Value : 0.00 | [25, 50, 21, 85, 30, 0.0, 0, 0]
Avg Value : 2280.28 | [125, 200, 14, 85, 20, 2280.277882654991, 0, 2280.277882654991]
Avg Value : -249.85 | [125, 150, 14, 85, 30, -249.85104580509324, -249.85104580509324, 0]
Avg Value : 0.00 | [100, 200, 14, 70, 20, 0.0, 0, 0]
Avg Value : -1452.23 | [25, 200, 21, 70, 30, -1452.2264927536216, -1452.2264927536216, 0]
Avg Value : 0.00 | [25, 50, 14, 80, 20, 0.0, 0, 0]
Avg Value : 0.00 | [100, 150, 14, 70, 20, 0.0, 0, 0]
Avg Value : 0.00 | [125, 100, 21, 70, 30, 0.0, 0, 0]
Avg Value : -1452.23 | [50, 100, 21, 70, 30, -1452.2264927536216, -1452.2264927536216, 0]
