Avg Value : 0.00 | [50, 200, 21, 85, 20, 0.0, 0, 0]
Avg Value : 0.00 | [100, 200, 14, 80, 30, 0.0, 0, 0]
Avg Value : 0.00 | [100, 200, 14, 85, 30, 0.0, 0, 0]
Avg Value : 0.00 | [50, 150, 14, 85, 30, 0.0, 0, 0]
Avg Value : -2684.07 | [125, 150, 14, 80, 30, -268406.9081094822, -3893.690060967153, 0]
Avg Value : -2549.78 | [100, 150, 14, 70, 30, -254978.40307787803, -4472.754080418472, 1233.8287482115647]
Avg Value : 0.00 | [50, 150, 21, 70, 20, 0.0, 0, 0]
Avg Value : -1588.31 | [125, 150, 14, 80, 15, -158830.93278939888, -2702.3065521454046, 0]
Avg Value : 0.00 | [50, 100, 21, 70, 15, 0.0, 0, 0]
