Avg Value : 0.00 | [50, 200, 21, 85, 20, 0.0, 0, 0]
Avg Value : 0.00 | [100, 200, 14, 80, 30, 0.0, 0, 0]
Avg Value : 0.00 | [100, 200, 14, 85, 30, 0.0, 0, 0]
Avg Value : 0.00 | [50, 150, 14, 85, 30, 0.0, 0, 0]
Avg Value : -3276.94 | [125, 150, 14, 80, 30, -3276.9414905285694, -3276.9414905285694, 0]
Avg Value : -3717.99 | [100, 150, 14, 70, 30, -3717.985521158149, -3717.985521158149, 0]
Avg Value : 0.00 | [50, 150, 21, 70, 20, 0.0, 0, 0]
Avg Value : -2906.15 | [125, 150, 14, 80, 15, -2906.151468498342, -2906.151468498342, 0]
Avg Value : 0.00 | [50, 100, 21, 70, 15, 0.0, 0, 0]
