Avg Value : 0.00 | [25, 50, 21, 85, 20, 0.0, 0, 0]
Avg Value : -4728.37 | [50, 100, 40, 85, 30, -4728.37105263158, -4728.37105263158, 0]
Avg Value : -5341.79 | [50, 100, 21, 85, 30, -5341.793981481481, -5341.793981481481, 0]
Avg Value : 0.00 | [50, 100, 21, 85, 15, 0.0, 0, 0]
Avg Value : 0.00 | [25, 200, 21, 80, 15, 0.0, 0, 0]
Avg Value : -5031.11 | [25, 200, 21, 85, 30, -5031.111386138614, -5031.111386138614, 0]
Avg Value : -5031.11 | [100, 200, 21, 85, 30, -5031.111386138614, -5031.111386138614, 0]
Avg Value : -5031.11 | [125, 200, 14, 80, 30, -5031.111386138614, -5031.111386138614, 0]
Avg Value : 0.00 | [125, 200, 40, 80, 20, 0.0, 0, 0]
